epoch,train_loss,train_ppl,train_token_acc,valid_loss,valid_ppl,valid_token_acc
1,4.675915956497192,107.33083245511175,0.022598870056497175,4.669396877288818,106.6334100028828,0.02857142857142857
2,4.4991295337677,89.93880852100911,0.2542372881355932,4.597538948059082,99.23978060397172,0.17142857142857143
3,4.2272976239522295,68.53178306102976,0.2937853107344633,4.427933216094971,83.75812794577878,0.2857142857142857
4,3.8020623922348022,44.79347100186416,0.2598870056497175,4.289852142333984,72.95568064545617,0.2571428571428571
5,3.4304991563161216,30.892058868132533,0.2542372881355932,4.167816162109375,64.57427825748985,0.2857142857142857
6,3.2205877701441445,25.04283528727079,0.2937853107344633,4.185507774353027,65.72686686213255,0.2571428571428571
7,3.050786336263021,21.131954713347355,0.3107344632768362,4.11517858505249,61.2631539694562,0.2857142857142857
8,2.8838857809702554,17.883630209175124,0.3220338983050847,4.298421382904053,73.5835417281106,0.2571428571428571
9,2.6904999017715454,14.739042152375827,0.3446327683615819,4.262932300567627,71.01792433253456,0.2857142857142857
10,2.5291408697764077,12.542725671708897,0.3559322033898305,4.373490810394287,79.3200401948405,0.2571428571428571
11,2.3294891119003296,10.272691996102264,0.4011299435028249,4.389199733734131,80.57591098872894,0.2857142857142857
12,2.1875327428181968,8.913194819538434,0.480225988700565,4.495397090911865,89.60374275358446,0.2857142857142857
13,2.0160405238469443,7.50853612880204,0.5084745762711864,4.497979640960693,89.83544797018607,0.2857142857142857
14,1.8437447945276897,6.320161707920348,0.5649717514124294,4.556216716766357,95.2225436458326,0.2857142857142857
15,1.7103240291277568,5.530753312476664,0.6440677966101694,4.597092628479004,99.19549782963524,0.3142857142857143
