epoch,train_loss,train_ppl,train_token_acc,valid_loss,valid_ppl,valid_token_acc
1,4.609660545984904,100.45004567703225,0.15819209039548024,4.519192218780518,91.76144486061008,0.2857142857142857
2,4.0848497947057085,59.43300992801064,0.3050847457627119,4.162356376647949,64.22267725830262,0.2571428571428571
3,3.5657633543014526,35.36644022698997,0.2994350282485876,4.117276668548584,61.39182411487243,0.2
4,3.229806105295817,25.274755854518276,0.2937853107344633,4.268270015716553,71.39801127858709,0.2
5,2.8865687052408853,17.931675056234187,0.3107344632768362,4.086390018463135,59.5246205942288,0.3142857142857143
6,2.460833708445231,11.714574009172614,0.4067796610169492,4.4787116050720215,88.1210647725428,0.2857142857142857
7,2.072850286960602,7.947443359623299,0.559322033898305,4.1043243408203125,60.60178455962515,0.3142857142857143
8,1.660181999206543,5.260268121956782,0.7457627118644068,4.700379848480225,109.98894365134545,0.2857142857142857
9,1.2676581343015034,3.5525232807185296,0.7966101694915254,4.3211188316345215,75.27279878543757,0.2857142857142857
10,0.9435122410456339,2.5689884984017994,0.9265536723163842,4.751988887786865,115.81439745758145,0.2571428571428571
11,0.657516618569692,1.9299934682211457,0.9491525423728814,4.924074649810791,137.5619897161694,0.2857142857142857
12,0.4707634349664052,1.6012161511138507,0.9830508474576272,4.847884654998779,127.47046044846904,0.3142857142857143
13,0.3241024663050969,1.3827889891389848,0.9887005649717514,5.13404655456543,169.70244069814618,0.2857142857142857
14,0.23801574110984802,1.268729163872863,0.9943502824858758,5.160494327545166,174.25057117580096,0.3142857142857143
15,0.16759827981392542,1.1824614965703142,1.0,5.155948162078857,173.4601971933512,0.3142857142857143
